1   0 300.000000 -1.000000 0.000000 0.000000 0.400000 2.000000 0.000000 -31776.861943 44.527018 0.000000
2   0 300.000000 -1.000000 0.000000 0.000000 0.400000 2.000000 0.000000 -31904.833888 34.082166 0.000000
3   4 300.000000 -1.000000 0.000000 0.268000 0.400000 2.000000 0.000000 -31714.528912 26.233917 0.000000
4   8 300.000000 -1.000000 0.000000 0.536000 0.400000 2.000000 0.000000 -31729.634522 25.329550 0.000000
5   6 300.000000 -1.000000 0.000000 0.402000 0.400000 2.000000 0.000000 -31745.537826 24.205180 0.000000
6   5 300.000000 -1.000000 0.000000 0.335000 0.400000 2.000000 0.000000 -31873.983968 27.892332 0.000000
7   5 300.000000 -1.000000 0.000000 0.335000 0.400000 2.000000 0.000000 -31752.419093 30.044425 0.000000
8   5 300.000000 -1.000000 0.000000 0.335000 0.400000 2.000000 0.000000 -31706.929184 49.450839 0.000000
9   0 300.000000 -1.000000 0.000000 0.000000 0.400000 2.000000 0.000000 -31882.814132 37.500799 0.000000
10  1 300.000000 -1.000000 0.000000 0.067000 0.400000 2.000000 0.000000 -31647.659375 45.193971 0.000000
11  0 300.000000 -1.000000 0.000000 0.000000 0.400000 2.000000 0.000000 -31764.296688 37.142632 0.000000
12  0 300.000000 -1.000000 0.000000 0.000000 0.400000 2.000000 0.000000 -31899.306757 41.720401 0.000000
13  4 300.000000 -1.000000 0.000000 0.268000 0.400000 2.000000 0.000000 -31794.275555 31.534296 0.000000
14  4 300.000000 -1.000000 0.000000 0.268000 0.400000 2.000000 0.000000 -31779.690603 33.350469 0.000000
15  1 300.000000 -1.000000 0.000000 0.067000 0.400000 2.000000 0.000000 -31816.408959 37.718457 0.000000
16  2 300.000000 -1.000000 0.000000 0.134000 0.400000 2.000000 0.000000 -31766.812522 39.954233 0.000000
17  1 300.000000 -1.000000 0.000000 0.067000 0.400000 2.000000 0.000000 -31803.104797 37.506791 0.000000
18  3 300.000000 -1.000000 0.000000 0.201000 0.400000 2.000000 0.000000 -31717.058778 34.124022 0.000000
19  3 300.000000 -1.000000 0.000000 0.201000 0.400000 2.000000 0.000000 -31742.576213 34.143513 0.000000
20  4 300.000000 -1.000000 0.000000 0.268000 0.400000 2.000000 0.000000 -31864.339788 31.411722 0.000000
21  4 300.000000 -1.000000 0.000000 0.268000 0.400000 2.000000 0.000000 -31620.143863 27.806729 0.000000
22  6 300.000000 -1.000000 0.000000 0.402000 0.400000 2.000000 0.000000 -31839.373573 28.593338 0.000000
23  6 300.000000 -1.000000 0.000000 0.402000 0.400000 2.000000 0.000000 -31887.340402 25.421348 0.000000
24  5 300.000000 -1.000000 0.000000 0.335000 0.400000 2.000000 0.000000 -31690.379717 37.226789 0.000000
